"country","date","cases"
"Austria",2020-07-25,112
"Austria",2020-07-26,101
"Austria",2020-07-27,96
"Austria",2020-07-28,153
"Austria",2020-07-29,102
"Austria",2020-07-30,190
"Austria",2020-07-31,123
"Austria",2020-08-01,62
"Austria",2020-08-02,70
"Austria",2020-08-03,93
"Austria",2020-08-04,83
"Austria",2020-08-05,159
"Austria",2020-08-06,119
"Austria",2020-08-07,90
"Austria",2020-08-08,104
"Austria",2020-08-09,72
"Austria",2020-08-10,158
"Austria",2020-08-11,187
"Austria",2020-08-12,190
"Austria",2020-08-13,251
"Austria",2020-08-14,349
"Austria",2020-08-15,156
"Austria",2020-08-16,169
"Austria",2020-08-17,259
"Austria",2020-08-18,252
"Austria",2020-08-19,347
"Austria",2020-08-20,331
"Austria",2020-08-21,302
"Austria",2020-08-22,229
"Austria",2020-08-23,193
"Austria",2020-08-24,243
"Austria",2020-08-25,301
"Austria",2020-08-26,320
"Austria",2020-08-27,225
"Austria",2020-08-28,395
"Austria",2020-08-29,237
"Austria",2020-08-30,224
"Austria",2020-08-31,220
"Austria",2020-09-01,286
"Austria",2020-09-02,429
"Austria",2020-09-03,366
"Austria",2020-09-04,380
"Austria",2020-09-05,217
"Austria",2020-09-06,367
"Austria",2020-09-07,396
"Austria",2020-09-08,552
"Austria",2020-09-09,692
"Austria",2020-09-10,598
"Austria",2020-09-11,930
"Austria",2020-09-12,414
"Austria",2020-09-13,414
"Austria",2020-09-14,820
"Austria",2020-09-15,723
"Austria",2020-09-16,854
"Austria",2020-09-17,806
"Austria",2020-09-18,874
"Austria",2020-09-19,667
"Austria",2020-09-20,471
"Austria",2020-09-21,582
"Austria",2020-09-22,719
"Austria",2020-09-23,804
"Austria",2020-09-24,658
"Austria",2020-09-25,762
"Austria",2020-09-26,591
"Austria",2020-09-27,546
"Austria",2020-09-28,738
"Austria",2020-09-29,759
"Austria",2020-09-30,854
"Austria",2020-10-01,790
"Austria",2020-10-02,1014
"Austria",2020-10-03,719
"Austria",2020-10-04,738
"Austria",2020-10-05,927
"Austria",2020-10-06,1076
"Austria",2020-10-07,1274
"Austria",2020-10-08,1109
"Austria",2020-10-09,1260
"Austria",2020-10-10,1014
"Austria",2020-10-11,832
"Austria",2020-10-12,1141
"Austria",2020-10-13,1321
"Austria",2020-10-14,1436
"Austria",2020-10-15,1521
"Austria",2020-10-16,1795
"Austria",2020-10-17,1485
"Austria",2020-10-18,1198
"Austria",2020-10-19,1647
"Austria",2020-10-20,1978
"Austria",2020-10-21,2654
"Austria",2020-10-22,3232
"Austria",2020-10-23,3343
"Austria",2020-10-24,2971
"Austria",2020-10-25,2474
"Austria",2020-10-26,2781
"Austria",2020-10-27,4373
"Austria",2020-10-28,4468
"Austria",2020-10-29,5047
"Austria",2020-10-30,5716
"Austria",2020-10-31,4790
"Austria",2020-11-01,4476
"Austria",2020-11-02,5190
"Austria",2020-11-03,6364
"Austria",2020-11-04,7111
"Austria",2020-11-05,6953
"Austria",2020-11-06,8090
"Austria",2020-11-07,5324
"Austria",2020-11-08,5744
"Austria",2020-11-09,6246
"Austria",2020-11-10,7437
"Austria",2020-11-11,9172
"Austria",2020-11-12,8258
"Austria",2020-11-13,7016
"Austria",2020-11-14,5095
"Austria",2020-11-15,4613
"Austria",2020-11-16,6074
"Austria",2020-11-17,7522
"Austria",2020-11-18,6434
"Austria",2020-11-19,6605
"Austria",2020-11-20,6466
"Austria",2020-11-21,5151
"Austria",2020-11-22,2437
"Austria",2020-11-23,4609
"Austria",2020-11-24,5740
"Austria",2020-11-25,5389
"Austria",2020-11-26,5018
"Austria",2020-11-27,4236
"Austria",2020-11-28,3737
"Austria",2020-11-29,2390
"Austria",2020-11-30,3373
"Austria",2020-12-01,3937
"Austria",2020-12-02,3568
"Austria",2020-12-03,3655
"Austria",2020-12-04,3591
"Austria",2020-12-05,2865
"Austria",2020-12-06,2067
"Austria",2020-12-07,2512
"Austria",2020-12-08,2631
"Austria",2020-12-09,2480
"Austria",2020-12-10,3090
"Austria",2020-12-11,2835
"Austria",2020-12-12,2637
"Austria",2020-12-13,2506
"Austria",2020-12-14,2741
"Austria",2020-12-15,2758
"Austria",2020-12-16,2389
"Austria",2020-12-17,1949
"Austria",2020-12-18,2151
"Austria",2020-12-19,1504
"Austria",2020-12-20,1353
"Austria",2020-12-21,2096
"Austria",2020-12-22,2541
"Austria",2020-12-23,2843
"Austria",2020-12-24,1802
"Austria",2020-12-25,1283
"Austria",2020-12-26,1157
"Austria",2020-12-27,1696
"Austria",2020-12-28,2107
"Austria",2020-12-29,2964
"Austria",2020-12-30,2702
"Austria",2020-12-31,2001
"Austria",2021-01-01,1585
"Austria",2021-01-02,1632
"Austria",2021-01-03,1885
"Austria",2021-01-04,2286
"Austria",2021-01-05,2950
"Austria",2021-01-06,2082
"Austria",2021-01-07,1985
"Austria",2021-01-08,2286
"Austria",2021-01-09,1540
"Austria",2021-01-10,1386
"Austria",2021-01-11,1687
"Austria",2021-01-12,2138
"Austria",2021-01-13,1646
"Austria",2021-01-14,1531
"Austria",2021-01-15,1543
"Austria",2021-01-16,1317
"Austria",2021-01-17,1008
"Austria",2021-01-18,1614
"Austria",2021-01-19,1647
"Austria",2021-01-20,1733
"Austria",2021-01-21,1777
"Austria",2021-01-22,1433
"Austria",2021-01-23,1256
"Austria",2021-01-24,938
"Austria",2021-01-25,1411
"Austria",2021-01-26,1567
"Austria",2021-01-27,1459
"Austria",2021-01-28,1408
"Austria",2021-01-29,1476
"Austria",2021-01-30,1089
"Austria",2021-01-31,1130
"Austria",2021-02-01,1211
"Austria",2021-02-02,1627
"Austria",2021-02-03,1507
"Austria",2021-02-04,1261
"Austria",2021-02-05,1357
"Austria",2021-02-06,1145
"Austria",2021-02-07,993
"Austria",2021-02-08,1221
"Austria",2021-02-09,1453
"Austria",2021-02-10,1651
"Austria",2021-02-11,1552
"Austria",2021-02-12,1258
"Austria",2021-02-13,1162
"Austria",2021-02-14,1166
"Austria",2021-02-15,1483
"Austria",2021-02-16,1641
"Austria",2021-02-17,1882
"Austria",2021-02-18,1688
"Austria",2021-02-19,2083
"Austria",2021-02-20,1643
"Austria",2021-02-21,1217
"Austria",2021-02-22,1877
"Austria",2021-02-23,1951
"Austria",2021-02-24,2437
"Austria",2021-02-25,1875
"Austria",2021-02-26,2484
"Austria",2021-02-27,2211
"Austria",2021-02-28,1397
"Austria",2021-03-01,2169
"Austria",2021-03-02,2439
"Austria",2021-03-03,2383
"Austria",2021-03-04,2342
"Austria",2021-03-05,2744
"Austria",2021-03-06,2238
"Austria",2021-03-07,1944
"Austria",2021-03-08,2504
"Austria",2021-03-09,2395
"Austria",2021-03-10,2856
"Austria",2021-03-11,3041
"Austria",2021-03-12,3007
"Austria",2021-03-13,2525
"Austria",2021-03-14,1904
"Austria",2021-03-15,2746
"Austria",2021-03-16,2855
"Austria",2021-03-17,3510
"Austria",2021-03-18,3209
"Austria",2021-03-19,3639
"Austria",2021-03-20,2687
"Austria",2021-03-21,2431
"Austria",2021-03-22,3010
"Austria",2021-03-23,3525
"Austria",2021-03-24,3428
"Austria",2021-03-25,3199
"Austria",2021-03-26,3284
"Austria",2021-03-27,2642
"Austria",2021-03-28,3231
"Austria",2021-03-29,2782
"Austria",2021-03-30,3117
"Austria",2021-03-31,3378
"Austria",2021-04-01,3076
"Austria",2021-04-02,3294
"Austria",2021-04-03,2813
"Austria",2021-04-04,2327
"Austria",2021-04-05,2006
"Austria",2021-04-06,2834
"Austria",2021-04-07,2850
"Austria",2021-04-08,2483
"Austria",2021-04-09,3443
"Austria",2021-04-10,1961
"Austria",2021-04-11,2053
"Austria",2021-04-12,2223
"Austria",2021-04-13,3161
"Austria",2021-04-14,2716
"Austria",2021-04-15,2333
"Austria",2021-04-16,2350
"Austria",2021-04-17,2030
"Austria",2021-04-18,2009
"Austria",2021-04-19,2075
"Austria",2021-04-20,2515
"Austria",2021-04-21,2608
"Austria",2021-04-22,2472
"Austria",2021-04-23,1957
"Austria",2021-04-24,1888
"Austria",2021-04-25,1575
"Austria",2021-04-26,1901
"Austria",2021-04-27,2258
"Austria",2021-04-28,2142
"Austria",2021-04-29,2108
"Austria",2021-04-30,1646
"Austria",2021-05-01,1532
"Austria",2021-05-02,1099
"Austria",2021-05-03,1423
"Austria",2021-05-04,1703
"Austria",2021-05-05,1379
"Austria",2021-05-06,1378
"Austria",2021-05-07,1141
"Austria",2021-05-08,1053
"Austria",2021-05-09,738
"Austria",2021-05-10,915
"Austria",2021-05-11,1153
"Austria",2021-05-12,981
"Austria",2021-05-13,850
"Austria",2021-05-14,632
"Austria",2021-05-15,683
"Austria",2021-05-16,519
"Austria",2021-05-17,633
"Austria",2021-05-18,841
"Austria",2021-05-19,605
"Austria",2021-05-20,657
"Austria",2021-05-21,564
"Austria",2021-05-22,507
"Austria",2021-05-23,347
"Austria",2021-05-24,406
"Austria",2021-05-25,474
"Austria",2021-05-26,606
"Austria",2021-05-27,537
"Austria",2021-05-28,424
"Austria",2021-05-29,385
"Austria",2021-05-30,327
"Austria",2021-05-31,360
"Austria",2021-06-01,489
"Austria",2021-06-02,305
"Austria",2021-06-03,351
"Austria",2021-06-04,284
"Austria",2021-06-05,326
"Austria",2021-06-06,311
"Austria",2021-06-07,307
"Austria",2021-06-08,356
"Austria",2021-06-09,287
"Austria",2021-06-10,227
"Austria",2021-06-11,198
"Austria",2021-06-12,207
"Austria",2021-06-13,103
"Austria",2021-06-14,147
"Austria",2021-06-15,180
"Austria",2021-06-16,171
"Austria",2021-06-17,131
"Austria",2021-06-18,149
"Austria",2021-06-19,108
"Austria",2021-06-20,115
"Austria",2021-06-21,102
"Austria",2021-06-22,116
"Austria",2021-06-23,99
"Austria",2021-06-24,108
"Austria",2021-06-25,117
"Austria",2021-06-26,66
"Austria",2021-06-27,73
"Austria",2021-06-28,93
"Austria",2021-06-29,106
"Austria",2021-06-30,80
"Austria",2021-07-01,108
"Austria",2021-07-02,104
"Austria",2021-07-03,68
"Austria",2021-07-04,73
"Austria",2021-07-05,103
"Austria",2021-07-06,127
"Austria",2021-07-07,148
"Austria",2021-07-08,199
"Austria",2021-07-09,178
"Austria",2021-07-10,154
"Austria",2021-07-11,184
"Austria",2021-07-12,245
"Austria",2021-07-13,273
"Austria",2021-07-14,302
"Austria",2021-07-15,352
"Austria",2021-07-16,431
"Austria",2021-07-17,336
"Austria",2021-07-18,265
"Austria",2021-07-19,336
"Austria",2021-07-20,363
"Austria",2021-07-21,419
"Austria",2021-07-22,421
"Austria",2021-07-23,342
"Austria",2021-07-24,325
"Austria",2021-07-25,316
"Austria",2021-07-26,365
"Austria",2021-07-27,547
"Austria",2021-07-28,506
"Austria",2021-07-29,532
"Austria",2021-07-30,543
"Austria",2021-07-31,420
"Austria",2021-08-01,346
"Austria",2021-08-02,402
"Austria",2021-08-03,595
"Austria",2021-08-04,497
"Austria",2021-08-05,601
"Austria",2021-08-06,571
"Austria",2021-08-07,563
"Austria",2021-08-08,436
"Austria",2021-08-09,617
"Austria",2021-08-10,874
"Austria",2021-08-11,859
"Austria",2021-08-12,968
"Austria",2021-08-13,952
"Austria",2021-08-14,832
"Austria",2021-08-15,797
"Austria",2021-08-16,876
"Austria",2021-08-17,1213
"Austria",2021-08-18,1293
"Austria",2021-08-19,1310
"Austria",2021-08-20,1287
"Austria",2021-08-21,1106
"Austria",2021-08-22,983
"Austria",2021-08-23,1154
"Austria",2021-08-24,1621
"Austria",2021-08-25,1450
"Austria",2021-08-26,1404
"Austria",2021-08-27,1378
"Austria",2021-08-28,1345
"Austria",2021-08-29,1081
"Austria",2021-08-30,1281
"Austria",2021-08-31,1852
"Austria",2021-09-01,1555
"Austria",2021-09-02,1691
"Austria",2021-09-03,1932
"Austria",2021-09-04,1576
"Austria",2021-09-05,1391
"Austria",2021-09-06,1801
"Austria",2021-09-07,2301
"Austria",2021-09-08,2168
"Austria",2021-09-09,2338
"Austria",2021-09-10,2246
"Austria",2021-09-11,1838
"Austria",2021-09-12,1390
"Austria",2021-09-13,1848
"Austria",2021-09-14,2599
"Austria",2021-09-15,2318
"Austria",2021-09-16,2212
"Austria",2021-09-17,2028
"Austria",2021-09-18,1428
"Austria",2021-09-19,1340
"Austria",2021-09-20,1380
"Austria",2021-09-21,2107
"Austria",2021-09-22,1838
"Austria",2021-09-23,1816
"Austria",2021-09-24,1829
"Austria",2021-09-25,1385
"Austria",2021-09-26,1386
"Austria",2021-09-27,1590
"Austria",2021-09-28,2611
"Austria",2021-09-29,1924
"Austria",2021-09-30,1738
"Austria",2021-10-01,1807
"Austria",2021-10-02,1555
"Austria",2021-10-03,1371
"Austria",2021-10-04,1460
"Austria",2021-10-05,2671
"Austria",2021-10-06,2035
"Austria",2021-10-07,1853
"Austria",2021-10-08,1875
"Austria",2021-10-09,1585
"Austria",2021-10-10,1298
"Austria",2021-10-11,1597
"Austria",2021-10-12,2715
"Austria",2021-10-13,2113
"Austria",2021-10-14,2389
"Austria",2021-10-15,2381
"Austria",2021-10-16,2146
"Austria",2021-10-17,1997
"Austria",2021-10-18,2728
"Austria",2021-10-19,3970
"Austria",2021-10-20,3617
"Austria",2021-10-21,3486
"Austria",2021-10-22,3705
"Austria",2021-10-23,3531
"Austria",2021-10-24,2794
"Austria",2021-10-25,3446
"Austria",2021-10-26,4482
"Austria",2021-10-27,4306
"Austria",2021-10-28,5935
"Austria",2021-10-29,5978
"Austria",2021-10-30,5628
"Austria",2021-10-31,4794
"Austria",2021-11-01,5284
"Austria",2021-11-02,6583
"Austria",2021-11-03,8971
"Austria",2021-11-04,9767
"Austria",2021-11-05,9694
"Austria",2021-11-06,8109
"Austria",2021-11-07,8005
"Austria",2021-11-08,7752
"Austria",2021-11-09,11955
"Austria",2021-11-10,13205
"Austria",2021-11-11,10564
"Austria",2021-11-12,12627
"Austria",2021-11-13,11418
"Austria",2021-11-14,11181
"Austria",2021-11-15,10983
"Austria",2021-11-16,16440
"Austria",2021-11-17,15001
"Austria",2021-11-18,14865
"Austria",2021-11-19,14045
"Austria",2021-11-20,14076
"Austria",2021-11-21,11625
"Austria",2021-11-22,11950
"Austria",2021-11-23,14491
"Austria",2021-11-24,14432
"Austria",2021-11-25,12096
"Austria",2021-11-26,12018
"Austria",2021-11-27,9596
"Austria",2021-11-28,7972
"Austria",2021-11-29,8094
"Austria",2021-11-30,10938
"Austria",2021-12-01,8753
"Austria",2021-12-02,7216
"Austria",2021-12-03,6240
"Austria",2021-12-04,5305
"Austria",2021-12-05,4247
"Austria",2021-12-06,4396
"Austria",2021-12-07,6041
"Austria",2021-12-08,4306
"Austria",2021-12-09,3106
"Austria",2021-12-10,4797
"Austria",2021-12-11,3245
"Austria",2021-12-12,3255
"Austria",2021-12-13,2916
"Austria",2021-12-14,4115
"Austria",2021-12-15,2920
"Austria",2021-12-16,2691
"Austria",2021-12-17,2343
"Austria",2021-12-18,1983
"Austria",2021-12-19,1880
"Austria",2021-12-20,1941
"Austria",2021-12-21,2798
"Austria",2021-12-22,2157
"Austria",2021-12-23,2259
"Austria",2021-12-24,2103
"Austria",2021-12-25,1622
"Austria",2021-12-26,1732
"Austria",2021-12-27,2592
"Austria",2021-12-28,3329
"Austria",2021-12-29,3170
"Austria",2021-12-30,3805
"Austria",2021-12-31,3684
"Austria",2022-01-01,2999
"Austria",2022-01-02,3470
"Austria",2022-01-03,5984
"Austria",2022-01-04,10051
"Austria",2022-01-05,8768
"Austria",2022-01-06,8873
"Austria",2022-01-07,7021
"Austria",2022-01-08,10686
"Austria",2022-01-09,10884
"Austria",2022-01-10,12613
"Austria",2022-01-11,16491
"Austria",2022-01-12,16779
"Austria",2022-01-13,16909
"Austria",2022-01-14,17010
"Austria",2022-01-15,14814
"Austria",2022-01-16,16095
"Austria",2022-01-17,18288
"Austria",2022-01-18,28087
"Austria",2022-01-19,25136
"Austria",2022-01-20,29605
"Austria",2022-01-21,26658
"Austria",2022-01-22,23329
"Austria",2022-01-23,25107
"Austria",2022-01-24,26663
"Austria",2022-01-25,38134
"Austria",2022-01-26,35723
"Austria",2022-01-27,37900
"Austria",2022-01-28,33673
"Austria",2022-01-29,29185
"Austria",2022-01-30,26315
"Austria",2022-01-31,27862
"Austria",2022-02-01,44204
"Austria",2022-02-02,33868
"Austria",2022-02-03,36946
"Austria",2022-02-04,33418
"Austria",2022-02-05,30052
"Austria",2022-02-06,25905
"Austria",2022-02-07,29051
"Austria",2022-02-08,40147
"Austria",2022-02-09,35113
"Austria",2022-02-10,33215
"Austria",2022-02-11,29716
"Austria",2022-02-12,24925
"Austria",2022-02-13,23979
"Austria",2022-02-14,26431
"Austria",2022-02-15,38695
"Austria",2022-02-16,30811
"Austria",2022-02-17,30480
"Austria",2022-02-18,25709
"Austria",2022-02-19,21750
"Austria",2022-02-20,21333
"Austria",2022-02-21,23637
"Austria",2022-02-22,35219
"Austria",2022-02-23,28493
"Austria",2022-02-24,29741
"Austria",2022-02-25,25016
"Austria",2022-02-26,22051
"Austria",2022-02-27,21192
"Austria",2022-02-28,27298
"Austria",2022-03-01,40835
"Austria",2022-03-02,31631
"Austria",2022-03-03,31820
"Austria",2022-03-04,31455
"Austria",2022-03-05,27527
"Austria",2022-03-06,26480
"Austria",2022-03-07,34034
"Austria",2022-03-08,50974
"Austria",2022-03-09,49911
"Austria",2022-03-10,49295
"Austria",2022-03-11,43434
"Austria",2022-03-12,37376
"Austria",2022-03-13,34231
"Austria",2022-03-14,40009
"Austria",2022-03-15,63512
"Austria",2022-03-16,51539
"Austria",2022-03-17,50513
"Austria",2022-03-18,41967
"Austria",2022-03-19,37334
"Austria",2022-03-20,31073
"Austria",2022-03-21,36821
"Austria",2022-03-22,54388
"Austria",2022-03-23,40870
"Austria",2022-03-24,36965
"Austria",2022-03-25,32896
"Austria",2022-03-26,25367
"Austria",2022-03-27,20818
"Austria",2022-03-28,25925
"Austria",2022-03-29,33841
"Austria",2022-03-30,25912
"Austria",2022-03-31,22038
"Austria",2022-04-01,18789
"Austria",2022-04-02,13858
"Austria",2022-04-03,11404
"Austria",2022-04-04,15173
"Austria",2022-04-05,20779
"Austria",2022-04-06,16204
"Austria",2022-04-07,13744
"Austria",2022-04-08,12890
"Austria",2022-04-09,10528
"Austria",2022-04-10,7268
"Austria",2022-04-11,9409
"Austria",2022-04-12,12368
"Austria",2022-04-13,10227
"Austria",2022-04-14,9748
"Austria",2022-04-15,8642
"Austria",2022-04-16,7336
"Austria",2022-04-17,5558
"Austria",2022-04-18,5700
"Austria",2022-04-19,8393
"Austria",2022-04-20,10835
"Austria",2022-04-21,7956
"Austria",2022-04-22,6438
"Austria",2022-04-23,5435
"Austria",2022-04-24,4289
"Austria",2022-04-25,6115
"Austria",2022-04-26,8145
"Austria",2022-04-27,6443
"Austria",2022-04-28,6049
"Austria",2022-04-29,5225
"Austria",2022-04-30,4445
"Austria",2022-05-01,3908
"Austria",2022-05-02,5541
"Austria",2022-05-03,7071
"Austria",2022-05-04,5920
"Austria",2022-05-05,6024
"Austria",2022-05-06,5075
"Austria",2022-05-07,3429
"Austria",2022-05-08,3884
"Austria",2022-05-09,4681
"Austria",2022-05-10,5894
"Austria",2022-05-11,5000
"Austria",2022-05-12,4724
"Austria",2022-05-13,3682
"Austria",2022-05-14,3294
"Austria",2022-05-15,2478
"Austria",2022-05-16,3247
"Austria",2022-05-17,4377
"Austria",2022-05-18,3366
"Austria",2022-05-19,3117
"Austria",2022-05-20,2694
"Austria",2022-05-21,1733
"Austria",2022-05-22,1745
"Austria",2022-05-23,2403
"Austria",2022-05-24,3130
"Austria",2022-05-25,2599
"Austria",2022-05-26,1736
"Austria",2022-05-27,1814
"Austria",2022-05-28,1881
"Austria",2022-05-29,1737
"Austria",2022-05-30,2390
"Austria",2022-05-31,3570
"Austria",2022-06-01,3178
"Austria",2022-06-02,3244
"Austria",2022-06-03,2691
"Austria",2022-06-04,2376
"Austria",2022-06-05,2074
"Austria",2022-06-06,2375
"Austria",2022-06-07,3705
"Austria",2022-06-08,5187
"Austria",2022-06-09,4271
"Austria",2022-06-10,4012
"Austria",2022-06-11,3040
"Austria",2022-06-12,2846
"Austria",2022-06-13,4794
"Austria",2022-06-14,6965
"Austria",2022-06-15,7249
"Austria",2022-06-16,4814
"Austria",2022-06-17,5743
"Austria",2022-06-18,6127
"Austria",2022-06-19,5147
"Austria",2022-06-20,8386
"Austria",2022-06-21,10999
"Austria",2022-06-22,9609
"Austria",2022-06-23,8979
"Austria",2022-06-24,8837
"Austria",2022-06-25,7001
"Austria",2022-06-26,6452
"Austria",2022-06-27,9656
"Austria",2022-06-28,12452
"Austria",2022-06-29,12701
"Austria",2022-06-30,10368
"Austria",2022-07-01,10026
"Austria",2022-07-02,8356
"Austria",2022-07-03,7809
"Austria",2022-07-04,10968
"Austria",2022-07-05,13252
"Austria",2022-07-06,12261
"Austria",2022-07-07,11103
"Austria",2022-07-08,10515
"Austria",2022-07-09,8375
"Austria",2022-07-10,7336
"Austria",2022-07-11,11641
"Austria",2022-07-12,14959
"Austria",2022-07-13,13004
"Austria",2022-07-14,13103
"Austria",2022-07-15,12179
"Austria",2022-07-16,10273
"Austria",2022-07-17,8289
"Austria",2022-07-18,13120
"Austria",2022-07-19,15007
"Austria",2022-07-20,13508
"Austria",2022-07-21,11512
"Austria",2022-07-22,10881
"Austria",2022-07-23,8509
"Austria",2022-07-24,7249
"Austria",2022-07-25,10037
"Austria",2022-07-26,11439
"Austria",2022-07-27,9019
"Austria",2022-07-28,7438
"Austria",2022-07-29,6699
"Austria",2022-07-30,5676
"Austria",2022-07-31,4314
"Austria",2022-08-01,7549
"Austria",2022-08-02,8454
"Austria",2022-08-03,6836
"Austria",2022-08-04,5860
"Austria",2022-08-05,5628
"Austria",2022-08-06,4686
"Austria",2022-08-07,3801
"Austria",2022-08-08,6311
"Austria",2022-08-09,7184
"Austria",2022-08-10,5932
"Austria",2022-08-11,5881
"Austria",2022-08-12,5472
"Austria",2022-08-13,4756
"Austria",2022-08-14,3061
