"state","country","date","cases"
"","Albania","2020-03-14",38
"","Albania","2020-03-15",42
"","Albania","2020-03-16",51
"","Albania","2020-03-17",55
"","Albania","2020-03-18",59
"","Albania","2020-03-19",64
"","Albania","2020-03-20",70
"","Albania","2020-03-21",76
"","Albania","2020-03-22",89
"","Albania","2020-03-23",104
"","Albania","2020-03-24",123
"","Albania","2020-03-25",146
"","Albania","2020-03-26",174
"","Albania","2020-03-27",186
"","Albania","2020-03-28",197
"","Albania","2020-03-29",212
"","Albania","2020-03-30",223
"","Albania","2020-03-31",243
"","Albania","2020-04-01",259
"","Albania","2020-04-02",277
"","Albania","2020-04-03",304
"","Albania","2020-04-04",333
"","Albania","2020-04-05",361
"","Albania","2020-04-06",377
"","Albania","2020-04-07",383
"","Albania","2020-04-08",400
"","Albania","2020-04-09",409
"","Albania","2020-04-10",416
"","Albania","2020-04-11",433
"","Albania","2020-04-12",446
"","Albania","2020-04-13",467
"","Albania","2020-04-14",475
"","Albania","2020-04-15",494
"","Albania","2020-04-16",518
"","Albania","2020-04-17",539
"","Albania","2020-04-18",548
"","Albania","2020-04-19",562
"","Albania","2020-04-20",584
"","Albania","2020-04-21",609
"","Albania","2020-04-22",634
"","Albania","2020-04-23",663
"","Algeria","2020-01-22",0
"","Algeria","2020-01-23",0
"","Algeria","2020-01-24",0
"","Algeria","2020-01-25",0
"","Algeria","2020-01-26",0
"","Algeria","2020-01-27",0
"","Algeria","2020-01-28",0
"","Algeria","2020-01-29",0
"","Algeria","2020-01-30",0
"","Algeria","2020-01-31",0
"","Algeria","2020-02-01",0
"","Algeria","2020-02-02",0
"","Algeria","2020-02-03",0
"","Algeria","2020-02-04",0
"","Algeria","2020-02-05",0
"","Algeria","2020-02-06",0
"","Algeria","2020-02-07",0
"","Algeria","2020-02-08",0
"","Algeria","2020-02-09",0
"","Algeria","2020-02-10",0
"","Algeria","2020-02-11",0
"","Algeria","2020-02-12",0
"","Algeria","2020-02-13",0
"","Algeria","2020-02-14",0
"","Algeria","2020-02-15",0
"","Algeria","2020-02-16",0
"","Algeria","2020-02-17",0
"","Algeria","2020-02-18",0
"","Algeria","2020-02-19",0
"","Algeria","2020-02-20",0
"","Algeria","2020-02-21",0
"","Algeria","2020-02-22",0
"","Algeria","2020-02-23",0
"","Algeria","2020-02-24",0
"","Algeria","2020-02-25",1
"","Algeria","2020-02-26",1
"","Algeria","2020-02-27",1
"","Algeria","2020-02-28",1
"","Algeria","2020-02-29",1
"","Algeria","2020-03-01",1
"","Algeria","2020-03-02",3
"","Algeria","2020-03-03",5
"","Algeria","2020-03-04",12
"","Algeria","2020-03-05",12
"","Algeria","2020-03-06",17
"","Algeria","2020-03-07",17
"","Algeria","2020-03-08",19
"","Algeria","2020-03-09",20
"","Algeria","2020-03-10",20
"","Algeria","2020-03-11",20
"","Algeria","2020-03-12",24
"","Algeria","2020-03-13",26
"","Algeria","2020-03-14",37
"","Algeria","2020-03-15",48
"","Algeria","2020-03-16",54
"","Algeria","2020-03-17",60
"","Algeria","2020-03-18",74
"","Algeria","2020-03-19",87
"","Algeria","2020-03-20",90
"","Algeria","2020-03-21",139
"","Algeria","2020-03-22",201
"","Algeria","2020-03-23",230
"","Algeria","2020-03-24",264
"","Algeria","2020-03-25",302
"","Algeria","2020-03-26",367
"","Algeria","2020-03-27",409
"","Algeria","2020-03-28",454
"","Algeria","2020-03-29",511
"","Algeria","2020-03-30",584
"","Algeria","2020-03-31",716
"","Algeria","2020-04-01",847
"","Algeria","2020-04-02",986
"","Algeria","2020-04-03",1171
"","Algeria","2020-04-04",1251
"","Algeria","2020-04-05",1320
"","Algeria","2020-04-06",1423
"","Algeria","2020-04-07",1468
"","Algeria","2020-04-08",1572
"","Algeria","2020-04-09",1666
"","Algeria","2020-04-10",1761
"","Algeria","2020-04-11",1825
"","Algeria","2020-04-12",1914
"","Algeria","2020-04-13",1983
"","Algeria","2020-04-14",2070
"","Algeria","2020-04-15",2160
"","Algeria","2020-04-16",2268
"","Algeria","2020-04-17",2418
"","Algeria","2020-04-18",2534
"","Algeria","2020-04-19",2629
"","Algeria","2020-04-20",2718
"","Algeria","2020-04-21",2811
"","Algeria","2020-04-22",2910
"","Algeria","2020-04-23",3007
"","Andorra","2020-01-22",0
"","Andorra","2020-01-23",0
"","Andorra","2020-01-24",0
"","Andorra","2020-01-25",0
"","Andorra","2020-01-26",0
"","Andorra","2020-01-27",0
"","Andorra","2020-01-28",0
"","Andorra","2020-01-29",0
"","Andorra","2020-01-30",0
"","Andorra","2020-01-31",0
"","Andorra","2020-02-01",0
"","Andorra","2020-02-02",0
"","Andorra","2020-02-03",0
"","Andorra","2020-02-04",0
"","Andorra","2020-02-05",0
"","Andorra","2020-02-06",0
"","Andorra","2020-02-07",0
"","Andorra","2020-02-08",0
"","Andorra","2020-02-09",0
"","Andorra","2020-02-10",0
"","Andorra","2020-02-11",0
"","Andorra","2020-02-12",0
"","Andorra","2020-02-13",0
"","Andorra","2020-02-14",0
"","Andorra","2020-02-15",0
"","Andorra","2020-02-16",0
"","Andorra","2020-02-17",0
"","Andorra","2020-02-18",0
"","Andorra","2020-02-19",0
"","Andorra","2020-02-20",0
"","Andorra","2020-02-21",0
"","Andorra","2020-02-22",0
"","Andorra","2020-02-23",0
"","Andorra","2020-02-24",0
"","Andorra","2020-02-25",0
"","Andorra","2020-02-26",0
"","Andorra","2020-02-27",0
"","Andorra","2020-02-28",0
"","Andorra","2020-02-29",0
"","Andorra","2020-03-01",0
"","Andorra","2020-03-02",1
"","Andorra","2020-03-03",1
"","Andorra","2020-03-04",1
"","Andorra","2020-03-05",1
"","Andorra","2020-03-06",1
"","Andorra","2020-03-07",1
"","Andorra","2020-03-08",1
"","Andorra","2020-03-09",1
"","Andorra","2020-03-10",1
"","Andorra","2020-03-11",1
"","Andorra","2020-03-12",1
"","Andorra","2020-03-13",1
"","Andorra","2020-03-14",1
"","Andorra","2020-03-15",1
"","Andorra","2020-03-16",2
"","Andorra","2020-03-17",39
"","Andorra","2020-03-18",39
"","Andorra","2020-03-19",53
"","Andorra","2020-03-20",75
"","Andorra","2020-03-21",88
"","Andorra","2020-03-22",113
"","Andorra","2020-03-23",133
"","Andorra","2020-03-24",164
"","Andorra","2020-03-25",188
"","Andorra","2020-03-26",224
"","Andorra","2020-03-27",267
"","Andorra","2020-03-28",308
"","Andorra","2020-03-29",334
"","Andorra","2020-03-30",370
"","Andorra","2020-03-31",376
"","Andorra","2020-04-01",390
"","Andorra","2020-04-02",428
"","Andorra","2020-04-03",439
"","Andorra","2020-04-04",466
"","Andorra","2020-04-05",501
"","Andorra","2020-04-06",525
"","Andorra","2020-04-07",545
"","Andorra","2020-04-08",564
"","Andorra","2020-04-09",583
"","Andorra","2020-04-10",601
"","Andorra","2020-04-11",601
"","Andorra","2020-04-12",638
"","Andorra","2020-04-13",646
"","Andorra","2020-04-14",659
"","Andorra","2020-04-15",673
"","Andorra","2020-04-16",673
"","Andorra","2020-04-17",696
"","Andorra","2020-04-18",704
"","Andorra","2020-04-19",713
"","Andorra","2020-04-20",717
"","Andorra","2020-04-21",717
"","Andorra","2020-04-22",723
"","Andorra","2020-04-23",723
"","Angola","2020-01-22",0
"","Angola","2020-01-23",0
"","Angola","2020-01-24",0
"","Angola","2020-01-25",0
"","Angola","2020-01-26",0
"","Angola","2020-01-27",0
"","Angola","2020-01-28",0
"","Angola","2020-01-29",0
"","Angola","2020-01-30",0
"","Angola","2020-01-31",0
"","Angola","2020-02-01",0
"","Angola","2020-02-02",0
"","Angola","2020-02-03",0
"","Angola","2020-02-04",0
"","Angola","2020-02-05",0
"","Angola","2020-02-06",0
"","Angola","2020-02-07",0
"","Angola","2020-02-08",0
"","Angola","2020-02-09",0
"","Angola","2020-02-10",0
"","Angola","2020-02-11",0
"","Angola","2020-02-12",0
"","Angola","2020-02-13",0
"","Angola","2020-02-14",0
"","Angola","2020-02-15",0
"","Angola","2020-02-16",0
"","Angola","2020-02-17",0
"","Angola","2020-02-18",0
"","Angola","2020-02-19",0
"","Angola","2020-02-20",0
"","Angola","2020-02-21",0
"","Angola","2020-02-22",0
"","Angola","2020-02-23",0
"","Angola","2020-02-24",0
"","Angola","2020-02-25",0
"","Angola","2020-02-26",0
"","Angola","2020-02-27",0
"","Angola","2020-02-28",0
"","Angola","2020-02-29",0
"","Angola","2020-03-01",0
"","Angola","2020-03-02",0
"","Angola","2020-03-03",0
"","Angola","2020-03-04",0
"","Angola","2020-03-05",0
"","Angola","2020-03-06",0
"","Angola","2020-03-07",0
"","Angola","2020-03-08",0
"","Angola","2020-03-09",0
"","Angola","2020-03-10",0
"","Angola","2020-03-11",0
"","Angola","2020-03-12",0
"","Angola","2020-03-13",0
"","Angola","2020-03-14",0
"","Angola","2020-03-15",0
"","Angola","2020-03-16",0
"","Angola","2020-03-17",0
"","Angola","2020-03-18",0
"","Angola","2020-03-19",0
"","Angola","2020-03-20",1
"","Angola","2020-03-21",2
"","Angola","2020-03-22",2
"","Angola","2020-03-23",3
"","Angola","2020-03-24",3
"","Angola","2020-03-25",3
"","Angola","2020-03-26",4
"","Angola","2020-03-27",4
"","Angola","2020-03-28",5
"","Angola","2020-03-29",7
"","Angola","2020-03-30",7
"","Angola","2020-03-31",7
"","Angola","2020-04-01",8
"","Angola","2020-04-02",8
"","Angola","2020-04-03",8
"","Angola","2020-04-04",10
"","Angola","2020-04-05",14
"","Angola","2020-04-06",16
"","Angola","2020-04-07",17
"","Angola","2020-04-08",19
"","Angola","2020-04-09",19
"","Angola","2020-04-10",19
"","Angola","2020-04-11",19
"","Angola","2020-04-12",19
"","Angola","2020-04-13",19
"","Angola","2020-04-14",19
"","Angola","2020-04-15",19
"","Angola","2020-04-16",19
"","Angola","2020-04-17",19
"","Angola","2020-04-18",24
"","Angola","2020-04-19",24
"","Angola","2020-04-20",24
"","Angola","2020-04-21",24
"","Angola","2020-04-22",25
"","Angola","2020-04-23",25
"","Antigua and Barbuda","2020-01-22",0
"","Antigua and Barbuda","2020-01-23",0
"","Antigua and Barbuda","2020-01-24",0
"","Antigua and Barbuda","2020-01-25",0
"","Antigua and Barbuda","2020-01-26",0
"","Antigua and Barbuda","2020-01-27",0
"","Antigua and Barbuda","2020-01-28",0
"","Antigua and Barbuda","2020-01-29",0
"","Antigua and Barbuda","2020-01-30",0
"","Antigua and Barbuda","2020-01-31",0
"","Antigua and Barbuda","2020-02-01",0
"","Antigua and Barbuda","2020-02-02",0
"","Antigua and Barbuda","2020-02-03",0
"","Antigua and Barbuda","2020-02-04",0
"","Antigua and Barbuda","2020-02-05",0
"","Antigua and Barbuda","2020-02-06",0
"","Antigua and Barbuda","2020-02-07",0
"","Antigua and Barbuda","2020-02-08",0
"","Antigua and Barbuda","2020-02-09",0
"","Antigua and Barbuda","2020-02-10",0
"","Antigua and Barbuda","2020-02-11",0
"","Antigua and Barbuda","2020-02-12",0
"","Antigua and Barbuda","2020-02-13",0
"","Antigua and Barbuda","2020-02-14",0
"","Antigua and Barbuda","2020-02-15",0
"","Antigua and Barbuda","2020-02-16",0
"","Antigua and Barbuda","2020-02-17",0
"","Antigua and Barbuda","2020-02-18",0
"","Antigua and Barbuda","2020-02-19",0
"","Antigua and Barbuda","2020-02-20",0
"","Antigua and Barbuda","2020-02-21",0
"","Antigua and Barbuda","2020-02-22",0
"","Antigua and Barbuda","2020-02-23",0
"","Antigua and Barbuda","2020-02-24",0
"","Antigua and Barbuda","2020-02-25",0
"","Antigua and Barbuda","2020-02-26",0
"","Antigua and Barbuda","2020-02-27",0
"","Antigua and Barbuda","2020-02-28",0
"","Antigua and Barbuda","2020-02-29",0
"","Antigua and Barbuda","2020-03-01",0
"","Antigua and Barbuda","2020-03-02",0
"","Antigua and Barbuda","2020-03-03",0
"","Antigua and Barbuda","2020-03-04",0
"","Antigua and Barbuda","2020-03-05",0
"","Antigua and Barbuda","2020-03-06",0
"","Antigua and Barbuda","2020-03-07",0
"","Antigua and Barbuda","2020-03-08",0
"","Antigua and Barbuda","2020-03-09",0
"","Antigua and Barbuda","2020-03-10",0
"","Antigua and Barbuda","2020-03-11",0
"","Antigua and Barbuda","2020-03-12",0
"","Antigua and Barbuda","2020-03-13",1
"","Antigua and Barbuda","2020-03-14",1
"","Antigua and Barbuda","2020-03-15",1
"","Antigua and Barbuda","2020-03-16",1
"","Antigua and Barbuda","2020-03-17",1
"","Antigua and Barbuda","2020-03-18",1
"","Antigua and Barbuda","2020-03-19",1
"","Antigua and Barbuda","2020-03-20",1
"","Antigua and Barbuda","2020-03-21",1
"","Antigua and Barbuda","2020-03-22",1
"","Antigua and Barbuda","2020-03-23",3
"","Antigua and Barbuda","2020-03-24",3
"","Antigua and Barbuda","2020-03-25",3
"","Antigua and Barbuda","2020-03-26",7
"","Antigua and Barbuda","2020-03-27",7
"","Antigua and Barbuda","2020-03-28",7
"","Antigua and Barbuda","2020-03-29",7
"","Antigua and Barbuda","2020-03-30",7
"","Antigua and Barbuda","2020-03-31",7
"","Antigua and Barbuda","2020-04-01",7
"","Antigua and Barbuda","2020-04-02",9
"","Antigua and Barbuda","2020-04-03",15
"","Antigua and Barbuda","2020-04-04",15
"","Antigua and Barbuda","2020-04-05",15
"","Antigua and Barbuda","2020-04-06",15
"","Antigua and Barbuda","2020-04-07",19
"","Antigua and Barbuda","2020-04-08",19
"","Antigua and Barbuda","2020-04-09",19
"","Antigua and Barbuda","2020-04-10",19
"","Antigua and Barbuda","2020-04-11",21
"","Antigua and Barbuda","2020-04-12",21
"","Antigua and Barbuda","2020-04-13",23
"","Antigua and Barbuda","2020-04-14",23
"","Antigua and Barbuda","2020-04-15",23
"","Antigua and Barbuda","2020-04-16",23
"","Antigua and Barbuda","2020-04-17",23
"","Antigua and Barbuda","2020-04-18",23
"","Antigua and Barbuda","2020-04-19",23
"","Antigua and Barbuda","2020-04-20",23
"","Antigua and Barbuda","2020-04-21",23
"","Antigua and Barbuda","2020-04-22",24
"","Antigua and Barbuda","2020-04-23",24
"","Argentina","2020-01-22",0
"","Argentina","2020-01-23",0
"","Argentina","2020-01-24",0
"","Argentina","2020-01-25",0
"","Argentina","2020-01-26",0
"","Argentina","2020-01-27",0
"","Argentina","2020-01-28",0
"","Argentina","2020-01-29",0
"","Argentina","2020-01-30",0
"","Argentina","2020-01-31",0
"","Argentina","2020-02-01",0
"","Argentina","2020-02-02",0
"","Argentina","2020-02-03",0
"","Argentina","2020-02-04",0
"","Argentina","2020-02-05",0
"","Argentina","2020-02-06",0
"","Argentina","2020-02-07",0
"","Argentina","2020-02-08",0
"","Argentina","2020-02-09",0
"","Argentina","2020-02-10",0
"","Argentina","2020-02-11",0
"","Argentina","2020-02-12",0
"","Argentina","2020-02-13",0
"","Argentina","2020-02-14",0
"","Argentina","2020-02-15",0
"","Argentina","2020-02-16",0
"","Argentina","2020-02-17",0
"","Argentina","2020-02-18",0
"","Argentina","2020-02-19",0
"","Argentina","2020-02-20",0
"","Argentina","2020-02-21",0
"","Argentina","2020-02-22",0
"","Argentina","2020-02-23",0
"","Argentina","2020-02-24",0
"","Argentina","2020-02-25",0
"","Argentina","2020-02-26",0
"","Argentina","2020-02-27",0
"","Argentina","2020-02-28",0
"","Argentina","2020-02-29",0
"","Argentina","2020-03-01",0
"","Argentina","2020-03-02",0
"","Argentina","2020-03-03",1
"","Argentina","2020-03-04",1
"","Argentina","2020-03-05",1
"","Argentina","2020-03-06",2
"","Argentina","2020-03-07",8
"","Argentina","2020-03-08",12
"","Argentina","2020-03-09",12
"","Argentina","2020-03-10",17
"","Argentina","2020-03-11",19
"","Argentina","2020-03-12",19
"","Argentina","2020-03-13",31
"","Argentina","2020-03-14",34
"","Argentina","2020-03-15",45
"","Argentina","2020-03-16",56
"","Argentina","2020-03-17",68
"","Argentina","2020-03-18",79
"","Argentina","2020-03-19",97
"","Argentina","2020-03-20",128
"","Argentina","2020-03-21",158
"","Argentina","2020-03-22",266
"","Argentina","2020-03-23",301
"","Argentina","2020-03-24",387
"","Argentina","2020-03-25",387
"","Argentina","2020-03-26",502
"","Argentina","2020-03-27",589
"","Argentina","2020-03-28",690
"","Argentina","2020-03-29",745
"","Argentina","2020-03-30",820
"","Argentina","2020-03-31",1054
"","Argentina","2020-04-01",1054
"","Argentina","2020-04-02",1133
"","Argentina","2020-04-03",1265
"","Argentina","2020-04-04",1451
"","Argentina","2020-04-05",1451
"","Argentina","2020-04-06",1554
"","Argentina","2020-04-07",1628
"","Argentina","2020-04-08",1715
"","Argentina","2020-04-09",1795
"","Argentina","2020-04-10",1975
"","Argentina","2020-04-11",1975
"","Argentina","2020-04-12",2142
"","Argentina","2020-04-13",2208
"","Argentina","2020-04-14",2277
"","Argentina","2020-04-15",2443
"","Argentina","2020-04-16",2571
"","Argentina","2020-04-17",2669
"","Argentina","2020-04-18",2758
"","Argentina","2020-04-19",2839
"","Argentina","2020-04-20",2941
"","Argentina","2020-04-21",3031
"","Argentina","2020-04-22",3144
"","Argentina","2020-04-23",3435
"","Armenia","2020-01-22",0
"","Armenia","2020-01-23",0
"","Armenia","2020-01-24",0
"","Armenia","2020-01-25",0
"","Armenia","2020-01-26",0
"","Armenia","2020-01-27",0
"","Armenia","2020-01-28",0
"","Armenia","2020-01-29",0
"","Armenia","2020-01-30",0
"","Armenia","2020-01-31",0
"","Armenia","2020-02-01",0
"","Armenia","2020-02-02",0
"","Armenia","2020-02-03",0
"","Armenia","2020-02-04",0
"","Armenia","2020-02-05",0
"","Armenia","2020-02-06",0
"","Armenia","2020-02-07",0
"","Armenia","2020-02-08",0
"","Armenia","2020-02-09",0
"","Armenia","2020-02-10",0
"","Armenia","2020-02-11",0
"","Armenia","2020-02-12",0
"","Armenia","2020-02-13",0
"","Armenia","2020-02-14",0
"","Armenia","2020-02-15",0
"","Armenia","2020-02-16",0
"","Armenia","2020-02-17",0
"","Armenia","2020-02-18",0
"","Armenia","2020-02-19",0
"","Armenia","2020-02-20",0
"","Armenia","2020-02-21",0
"","Armenia","2020-02-22",0
"","Armenia","2020-02-23",0
"","Armenia","2020-02-24",0
"","Armenia","2020-02-25",0
"","Armenia","2020-02-26",0
"","Armenia","2020-02-27",0
"","Armenia","2020-02-28",0
"","Armenia","2020-02-29",0
"","Armenia","2020-03-01",1
"","Armenia","2020-03-02",1
"","Armenia","2020-03-03",1
"","Armenia","2020-03-04",1
"","Armenia","2020-03-05",1
"","Armenia","2020-03-06",1
"","Armenia","2020-03-07",1
"","Armenia","2020-03-08",1
"","Armenia","2020-03-09",1
"","Armenia","2020-03-10",1
"","Armenia","2020-03-11",1
"","Armenia","2020-03-12",4
"","Armenia","2020-03-13",8
"","Armenia","2020-03-14",18
"","Armenia","2020-03-15",26
"","Armenia","2020-03-16",52
"","Armenia","2020-03-17",78
"","Armenia","2020-03-18",84
"","Armenia","2020-03-19",115
"","Armenia","2020-03-20",136
"","Armenia","2020-03-21",160
"","Armenia","2020-03-22",194
"","Armenia","2020-03-23",235
"","Armenia","2020-03-24",249
"","Armenia","2020-03-25",265
"","Armenia","2020-03-26",290
"","Armenia","2020-03-27",329
"","Armenia","2020-03-28",407
"","Armenia","2020-03-29",424
"","Armenia","2020-03-30",482
"","Armenia","2020-03-31",532
"","Armenia","2020-04-01",571
"","Armenia","2020-04-02",663
"","Armenia","2020-04-03",736
"","Armenia","2020-04-04",770
"","Armenia","2020-04-05",822
"","Armenia","2020-04-06",833
"","Armenia","2020-04-07",853
"","Armenia","2020-04-08",881
"","Armenia","2020-04-09",921
"","Armenia","2020-04-10",937
"","Armenia","2020-04-11",967
"","Armenia","2020-04-12",1013
"","Armenia","2020-04-13",1039
"","Armenia","2020-04-14",1067
"","Armenia","2020-04-15",1111
"","Armenia","2020-04-16",1159
"","Armenia","2020-04-17",1201
"","Armenia","2020-04-18",1248
"","Armenia","2020-04-19",1291
"","Armenia","2020-04-20",1339
"","Armenia","2020-04-21",1401
"","Armenia","2020-04-22",1473
"","Armenia","2020-04-23",1523
"","Azerbaijan","2020-01-22",0
"","Azerbaijan","2020-01-23",0
"","Azerbaijan","2020-01-24",0
"","Azerbaijan","2020-01-25",0
"","Azerbaijan","2020-01-26",0
"","Azerbaijan","2020-01-27",0
"","Azerbaijan","2020-01-28",0
"","Azerbaijan","2020-01-29",0
"","Azerbaijan","2020-01-30",0
"","Azerbaijan","2020-01-31",0
"","Azerbaijan","2020-02-01",0
"","Azerbaijan","2020-02-02",0
"","Azerbaijan","2020-02-03",0
"","Azerbaijan","2020-02-04",0
"","Azerbaijan","2020-02-05",0
"","Azerbaijan","2020-02-06",0
"","Azerbaijan","2020-02-07",0
"","Azerbaijan","2020-02-08",0
"","Azerbaijan","2020-02-09",0
"","Azerbaijan","2020-02-10",0
"","Azerbaijan","2020-02-11",0
"","Azerbaijan","2020-02-12",0
"","Azerbaijan","2020-02-13",0
"","Azerbaijan","2020-02-14",0
"","Azerbaijan","2020-02-15",0
"","Azerbaijan","2020-02-16",0
"","Azerbaijan","2020-02-17",0
"","Azerbaijan","2020-02-18",0
"","Azerbaijan","2020-02-19",0
"","Azerbaijan","2020-02-20",0
"","Azerbaijan","2020-02-21",0
"","Azerbaijan","2020-02-22",0
"","Azerbaijan","2020-02-23",0
"","Azerbaijan","2020-02-24",0
"","Azerbaijan","2020-02-25",0
"","Azerbaijan","2020-02-26",0
"","Azerbaijan","2020-02-27",0
"","Azerbaijan","2020-02-28",0
"","Azerbaijan","2020-02-29",0
"","Azerbaijan","2020-03-01",3
"","Azerbaijan","2020-03-02",3
"","Azerbaijan","2020-03-03",3
"","Azerbaijan","2020-03-04",3
"","Azerbaijan","2020-03-05",6
"","Azerbaijan","2020-03-06",6
"","Azerbaijan","2020-03-07",9
"","Azerbaijan","2020-03-08",9
"","Azerbaijan","2020-03-09",9
"","Azerbaijan","2020-03-10",11
"","Azerbaijan","2020-03-11",11
"","Azerbaijan","2020-03-12",11
"","Azerbaijan","2020-03-13",15
"","Azerbaijan","2020-03-14",15
"","Azerbaijan","2020-03-15",23
"","Azerbaijan","2020-03-16",28
"","Azerbaijan","2020-03-17",28
"","Azerbaijan","2020-03-18",28
"","Azerbaijan","2020-03-19",44
"","Azerbaijan","2020-03-20",44
"","Azerbaijan","2020-03-21",53
"","Azerbaijan","2020-03-22",65
"","Azerbaijan","2020-03-23",72
"","Azerbaijan","2020-03-24",87
"","Azerbaijan","2020-03-25",93
"","Azerbaijan","2020-03-26",122
"","Azerbaijan","2020-03-27",165
"","Azerbaijan","2020-03-28",182
"","Azerbaijan","2020-03-29",209
"","Azerbaijan","2020-03-30",273
"","Azerbaijan","2020-03-31",298
"","Azerbaijan","2020-04-01",359
"","Azerbaijan","2020-04-02",400
"","Azerbaijan","2020-04-03",443
"","Azerbaijan","2020-04-04",521
"","Azerbaijan","2020-04-05",584
"","Azerbaijan","2020-04-06",641
