"country","date","cases"
"Belgium",2020-01-04,0
"Belgium",2020-01-05,0
"Belgium",2020-01-06,0
"Belgium",2020-01-07,0
"Belgium",2020-01-08,0
"Belgium",2020-01-09,0
"Belgium",2020-01-10,0
"Belgium",2020-01-11,0
"Belgium",2020-01-12,0
"Belgium",2020-01-13,0
"Belgium",2020-01-14,0
"Belgium",2020-01-15,0
"Belgium",2020-01-16,0
"Belgium",2020-01-17,0
"Belgium",2020-01-18,0
"Belgium",2020-01-19,0
"Belgium",2020-01-20,0
"Belgium",2020-01-21,0
"Belgium",2020-01-22,0
"Belgium",2020-01-23,0
"Belgium",2020-01-24,0
"Belgium",2020-01-25,0
"Belgium",2020-01-26,0
"Belgium",2020-01-27,0
"Belgium",2020-01-28,0
"Belgium",2020-01-29,0
"Belgium",2020-01-30,0
"Belgium",2020-01-31,0
"Belgium",2020-02-01,0
"Belgium",2020-02-02,1
"Belgium",2020-02-03,0
"Belgium",2020-02-04,0
"Belgium",2020-02-05,0
"Belgium",2020-02-06,0
"Belgium",2020-02-07,0
"Belgium",2020-02-08,0
"Belgium",2020-02-09,0
"Belgium",2020-02-10,0
"Belgium",2020-02-11,0
"Belgium",2020-02-12,0
"Belgium",2020-02-13,0
"Belgium",2020-02-14,0
"Belgium",2020-02-15,0
"Belgium",2020-02-16,0
"Belgium",2020-02-17,0
"Belgium",2020-02-18,0
"Belgium",2020-02-19,0
"Belgium",2020-02-20,0
"Belgium",2020-02-21,0
"Belgium",2020-02-22,0
"Belgium",2020-02-23,0
"Belgium",2020-02-24,0
"Belgium",2020-02-25,0
"Belgium",2020-02-26,0
"Belgium",2020-02-27,0
"Belgium",2020-02-28,0
"Belgium",2020-02-29,18
"Belgium",2020-03-01,19
"Belgium",2020-03-02,19
"Belgium",2020-03-03,34
"Belgium",2020-03-04,53
"Belgium",2020-03-05,81
"Belgium",2020-03-06,110
"Belgium",2020-03-07,27
"Belgium",2020-03-08,64
"Belgium",2020-03-09,94
"Belgium",2020-03-10,99
"Belgium",2020-03-11,174
"Belgium",2020-03-12,250
"Belgium",2020-03-13,338
"Belgium",2020-03-14,179
"Belgium",2020-03-15,214
"Belgium",2020-03-16,387
"Belgium",2020-03-17,422
"Belgium",2020-03-18,534
"Belgium",2020-03-19,713
"Belgium",2020-03-20,662
"Belgium",2020-03-21,469
"Belgium",2020-03-22,486
"Belgium",2020-03-23,1328
"Belgium",2020-03-24,1195
"Belgium",2020-03-25,1199
"Belgium",2020-03-26,1363
"Belgium",2020-03-27,1518
"Belgium",2020-03-28,844
"Belgium",2020-03-29,683
"Belgium",2020-03-30,1738
"Belgium",2020-03-31,1681
"Belgium",2020-04-01,1516
"Belgium",2020-04-02,1478
"Belgium",2020-04-03,1694
"Belgium",2020-04-04,922
"Belgium",2020-04-05,665
"Belgium",2020-04-06,1934
"Belgium",2020-04-07,1515
"Belgium",2020-04-08,1598
"Belgium",2020-04-09,2239
"Belgium",2020-04-10,2336
"Belgium",2020-04-11,1029
"Belgium",2020-04-12,524
"Brazil",2020-02-25,1
"Brazil",2020-02-26,0
"Brazil",2020-02-27,0
"Brazil",2020-02-28,1
"Brazil",2020-02-29,0
"Brazil",2020-03-01,0
"Brazil",2020-03-02,0
"Brazil",2020-03-03,0
"Brazil",2020-03-04,1
"Brazil",2020-03-05,4
"Brazil",2020-03-06,7
"Brazil",2020-03-07,5
"Brazil",2020-03-08,6
"Brazil",2020-03-09,0
"Brazil",2020-03-10,9
"Brazil",2020-03-11,19
"Brazil",2020-03-12,36
"Brazil",2020-03-13,17
"Brazil",2020-03-14,36
"Brazil",2020-03-15,90
"Brazil",2020-03-16,56
"Brazil",2020-03-17,54
"Brazil",2020-03-18,191
"Brazil",2020-03-19,138
"Brazil",2020-03-20,331
"Brazil",2020-03-21,224
"Brazil",2020-03-22,396
"Brazil",2020-03-23,359
"Brazil",2020-03-24,303
"Brazil",2020-03-25,311
"Brazil",2020-03-26,424
"Brazil",2020-03-27,487
"Brazil",2020-03-28,479
"Brazil",2020-03-29,360
"Brazil",2020-03-30,353
"Brazil",2020-03-31,1162
"Brazil",2020-04-01,1107
"Brazil",2020-04-02,1169
"Brazil",2020-04-03,1112
"Brazil",2020-04-04,1169
"Brazil",2020-04-05,1043
"Brazil",2020-04-06,838
"Brazil",2020-04-07,1821
"Brazil",2020-04-08,2175
"Brazil",2020-04-09,1939
"Brazil",2020-04-10,1760
"Brazil",2020-04-11,1055
"Brazil",2020-04-12,1464
"Canada",2020-01-15,0
"Canada",2020-01-16,0
"Canada",2020-01-17,0
"Canada",2020-01-18,0
"Canada",2020-01-19,0
"Canada",2020-01-20,0
"Canada",2020-01-21,0
"Canada",2020-01-22,0
"Canada",2020-01-23,2
"Canada",2020-01-24,1
"Canada",2020-01-25,0
"Canada",2020-01-26,0
"Canada",2020-01-27,0
"Canada",2020-01-28,0
"Canada",2020-01-29,0
"Canada",2020-01-30,0
"Canada",2020-01-31,0
"Canada",2020-02-01,0
"Canada",2020-02-02,0
"Canada",2020-02-03,0
"Canada",2020-02-04,0
"Canada",2020-02-05,2
"Canada",2020-02-06,1
"Canada",2020-02-07,0
"Canada",2020-02-08,0
"Canada",2020-02-09,0
"Canada",2020-02-10,0
"Canada",2020-02-11,0
"Canada",2020-02-12,0
"Canada",2020-02-13,0
"Canada",2020-02-14,0
"Canada",2020-02-15,0
"Canada",2020-02-16,0
"Canada",2020-02-17,0
"Canada",2020-02-18,1
"Canada",2020-02-19,0
"Canada",2020-02-20,0
"Canada",2020-02-21,1
"Canada",2020-02-22,0
"Canada",2020-02-23,0
"Canada",2020-02-24,2
"Canada",2020-02-25,1
"Canada",2020-02-26,1
"Canada",2020-02-27,2
"Canada",2020-02-28,5
"Canada",2020-02-29,4
"Canada",2020-03-01,2
"Canada",2020-03-02,0
"Canada",2020-03-03,7
"Canada",2020-03-04,1
"Canada",2020-03-05,10
"Canada",2020-03-06,10
"Canada",2020-03-07,6
"Canada",2020-03-08,10
"Canada",2020-03-09,13
"Canada",2020-03-10,28
"Canada",2020-03-11,47
"Canada",2020-03-12,53
"Canada",2020-03-13,62
"Canada",2020-03-14,90
"Canada",2020-03-15,88
"Canada",2020-03-16,129
"Canada",2020-03-17,143
"Canada",2020-03-18,150
"Canada",2020-03-19,185
"Canada",2020-03-20,276
"Canada",2020-03-21,278
"Canada",2020-03-22,350
"Canada",2020-03-23,459
"Canada",2020-03-24,602
"Canada",2020-03-25,570
"Canada",2020-03-26,665
"Canada",2020-03-27,877
"Canada",2020-03-28,883
"Canada",2020-03-29,781
"Canada",2020-03-30,1085
"Canada",2020-03-31,1250
"Canada",2020-04-01,1466
"Canada",2020-04-02,1275
"Canada",2020-04-03,1345
"Canada",2020-04-04,1116
"Canada",2020-04-05,1109
"Canada",2020-04-06,1118
"Canada",2020-04-07,1201
"Canada",2020-04-08,1430
"Canada",2020-04-09,1177
"Canada",2020-04-10,1334
"Canada",2020-04-11,1165
"Canada",2020-04-12,1311
"Denmark",2020-01-01,0
"Denmark",2020-01-02,0
"Denmark",2020-01-03,0
"Denmark",2020-01-04,0
"Denmark",2020-01-05,0
"Denmark",2020-01-06,0
"Denmark",2020-01-07,0
"Denmark",2020-01-08,0
"Denmark",2020-01-09,0
"Denmark",2020-01-10,0
"Denmark",2020-01-11,0
"Denmark",2020-01-12,0
"Denmark",2020-01-13,0
"Denmark",2020-01-14,0
"Denmark",2020-01-15,0
"Denmark",2020-01-16,0
"Denmark",2020-01-17,0
"Denmark",2020-01-18,0
"Denmark",2020-01-19,0
"Denmark",2020-01-20,0
"Denmark",2020-01-21,0
"Denmark",2020-01-22,0
"Denmark",2020-01-23,0
"Denmark",2020-01-24,0
"Denmark",2020-01-25,0
"Denmark",2020-01-26,0
"Denmark",2020-01-27,0
"Denmark",2020-01-28,0
"Denmark",2020-01-29,0
"Denmark",2020-01-30,0
"Denmark",2020-01-31,0
"Denmark",2020-02-01,0
"Denmark",2020-02-02,0
"Denmark",2020-02-03,0
"Denmark",2020-02-04,0
"Denmark",2020-02-05,0
"Denmark",2020-02-06,0
"Denmark",2020-02-07,0
"Denmark",2020-02-08,0
"Denmark",2020-02-09,0
"Denmark",2020-02-10,0
"Denmark",2020-02-11,0
"Denmark",2020-02-12,0
"Denmark",2020-02-13,0
"Denmark",2020-02-14,0
"Denmark",2020-02-15,0
"Denmark",2020-02-16,0
"Denmark",2020-02-17,0
"Denmark",2020-02-18,0
"Denmark",2020-02-19,0
"Denmark",2020-02-20,0
"Denmark",2020-02-21,0
"Denmark",2020-02-22,0
"Denmark",2020-02-23,0
"Denmark",2020-02-24,0
"Denmark",2020-02-25,1
"Denmark",2020-02-26,1
"Denmark",2020-02-27,0
"Denmark",2020-02-28,1
"Denmark",2020-02-29,1
"Denmark",2020-03-01,4
"Denmark",2020-03-02,4
"Denmark",2020-03-03,3
"Denmark",2020-03-04,10
"Denmark",2020-03-05,2
"Denmark",2020-03-06,9
"Denmark",2020-03-07,48
"Denmark",2020-03-08,210
"Denmark",2020-03-09,255
"Denmark",2020-03-10,206
"Denmark",2020-03-11,41
"Denmark",2020-03-12,33
"Denmark",2020-03-13,37
"Denmark",2020-03-14,45
"Denmark",2020-03-15,74
"Denmark",2020-03-16,76
"Denmark",2020-03-17,83
"Denmark",2020-03-18,106
"Denmark",2020-03-19,102
"Denmark",2020-03-20,48
"Denmark",2020-03-21,62
"Denmark",2020-03-22,131
"Denmark",2020-03-23,138
"Denmark",2020-03-24,151
"Denmark",2020-03-25,170
"Denmark",2020-03-26,215
"Denmark",2020-03-27,200
"Denmark",2020-03-28,127
"Denmark",2020-03-29,309
"Denmark",2020-03-30,254
"Denmark",2020-03-31,279
"Denmark",2020-04-01,380
"Denmark",2020-04-02,471
"Denmark",2020-04-03,293
"Denmark",2020-04-04,157
"Denmark",2020-04-05,423
"Denmark",2020-04-06,345
"Denmark",2020-04-07,294
"Denmark",2020-04-08,136
"Denmark",2020-04-09,140
"Denmark",2020-04-10,139
"Denmark",2020-04-11,156
"Denmark",2020-04-12,156
"France",2020-01-01,0
"France",2020-01-02,0
"France",2020-01-03,0
"France",2020-01-04,0
"France",2020-01-05,0
"France",2020-01-06,0
"France",2020-01-07,0
"France",2020-01-08,0
"France",2020-01-09,0
"France",2020-01-10,0
"France",2020-01-11,0
"France",2020-01-12,0
"France",2020-01-13,0
"France",2020-01-14,0
"France",2020-01-15,0
"France",2020-01-16,0
"France",2020-01-17,0
"France",2020-01-18,0
"France",2020-01-19,0
"France",2020-01-20,0
"France",2020-01-21,0
"France",2020-01-22,3
"France",2020-01-23,0
"France",2020-01-24,0
"France",2020-01-25,0
"France",2020-01-26,0
"France",2020-01-27,1
"France",2020-01-28,1
"France",2020-01-29,1
"France",2020-01-30,0
"France",2020-01-31,0
"France",2020-02-01,0
"France",2020-02-02,0
"France",2020-02-03,0
"France",2020-02-04,0
"France",2020-02-05,0
"France",2020-02-06,5
"France",2020-02-07,0
"France",2020-02-08,0
"France",2020-02-09,0
"France",2020-02-10,0
"France",2020-02-11,0
"France",2020-02-12,0
"France",2020-02-13,0
"France",2020-02-14,0
"France",2020-02-15,1
"France",2020-02-16,0
"France",2020-02-17,0
"France",2020-02-18,0
"France",2020-02-19,0
"France",2020-02-20,0
"France",2020-02-21,0
"France",2020-02-22,0
"France",2020-02-23,0
"France",2020-02-24,2
"France",2020-02-25,3
"France",2020-02-26,21
"France",2020-02-27,19
"France",2020-02-28,43
"France",2020-02-29,23
"France",2020-03-01,48
"France",2020-03-02,38
"France",2020-03-03,21
"France",2020-03-04,73
"France",2020-03-05,138
"France",2020-03-06,190
"France",2020-03-07,336
"France",2020-03-08,177
"France",2020-03-09,286
"France",2020-03-10,372
"France",2020-03-11,497
"France",2020-03-12,595
"France",2020-03-13,785
"France",2020-03-14,839
"France",2020-03-15,923
"France",2020-03-16,1210
"France",2020-03-17,1097
"France",2020-03-18,1404
"France",2020-03-19,1861
"France",2020-03-20,1617
"France",2020-03-21,1847
"France",2020-03-22,2230
"France",2020-03-23,3167
"France",2020-03-24,2446
"France",2020-03-25,2931
"France",2020-03-26,3922
"France",2020-03-27,3809
"France",2020-03-28,4611
"France",2020-03-29,2599
"France",2020-03-30,4376
"France",2020-03-31,7578
"France",2020-04-01,4861
"France",2020-04-02,2116
"France",2020-04-03,5233
"France",2020-04-04,4267
"France",2020-04-05,1873
"France",2020-04-06,3912
"France",2020-04-07,3777
"France",2020-04-08,3881
"France",2020-04-09,4286
"France",2020-04-10,4342
"France",2020-04-11,3114
"France",2020-04-12,1613
"Germany",2020-01-01,0
"Germany",2020-01-02,1
"Germany",2020-01-03,0
"Germany",2020-01-04,0
"Germany",2020-01-05,0
"Germany",2020-01-06,0
"Germany",2020-01-07,0
"Germany",2020-01-08,0
"Germany",2020-01-09,0
"Germany",2020-01-10,0
"Germany",2020-01-11,0
"Germany",2020-01-12,0
"Germany",2020-01-13,0
"Germany",2020-01-14,0
"Germany",2020-01-15,0
"Germany",2020-01-16,0
"Germany",2020-01-17,0
"Germany",2020-01-18,0
"Germany",2020-01-19,0
"Germany",2020-01-20,0
"Germany",2020-01-21,0
"Germany",2020-01-22,1
"Germany",2020-01-23,0
"Germany",2020-01-24,0
"Germany",2020-01-25,0
"Germany",2020-01-26,0
"Germany",2020-01-27,2
"Germany",2020-01-28,2
"Germany",2020-01-29,0
"Germany",2020-01-30,4
"Germany",2020-01-31,1
"Germany",2020-02-01,0
"Germany",2020-02-02,1
"Germany",2020-02-03,4
"Germany",2020-02-04,2
"Germany",2020-02-05,1
"Germany",2020-02-06,1
"Germany",2020-02-07,0
"Germany",2020-02-08,0
"Germany",2020-02-09,1
"Germany",2020-02-10,2
"Germany",2020-02-11,1
"Germany",2020-02-12,0
"Germany",2020-02-13,0
"Germany",2020-02-14,1
"Germany",2020-02-15,0
"Germany",2020-02-16,2
"Germany",2020-02-17,1
"Germany",2020-02-18,0
"Germany",2020-02-19,2
"Germany",2020-02-20,0
"Germany",2020-02-21,0
"Germany",2020-02-22,0
"Germany",2020-02-23,1
"Germany",2020-02-24,3
"Germany",2020-02-25,8
"Germany",2020-02-26,24
"Germany",2020-02-27,46
"Germany",2020-02-28,23
"Germany",2020-02-29,35
"Germany",2020-03-01,43
"Germany",2020-03-02,84
"Germany",2020-03-03,157
"Germany",2020-03-04,186
"Germany",2020-03-05,187
"Germany",2020-03-06,142
"Germany",2020-03-07,105
"Germany",2020-03-08,347
"Germany",2020-03-09,595
"Germany",2020-03-10,757
"Germany",2020-03-11,991
"Germany",2020-03-12,1464
"Germany",2020-03-13,1302
"Germany",2020-03-14,980
"Germany",2020-03-15,2037
"Germany",2020-03-16,3033
"Germany",2020-03-17,3598
"Germany",2020-03-18,4057
"Germany",2020-03-19,4056
"Germany",2020-03-20,3357
"Germany",2020-03-21,2265
"Germany",2020-03-22,3732
"Germany",2020-03-23,4878
"Germany",2020-03-24,5680
"Germany",2020-03-25,5901
"Germany",2020-03-26,5981
"Germany",2020-03-27,4720
"Germany",2020-03-28,3077
"Germany",2020-03-29,4120
"Germany",2020-03-30,6061
"Germany",2020-03-31,6257
"Germany",2020-04-01,6549
"Germany",2020-04-02,6191
"Germany",2020-04-03,4338
"Germany",2020-04-04,2536
"Germany",2020-04-05,3660
"Germany",2020-04-06,5185
"Germany",2020-04-07,5277
"Germany",2020-04-08,4909
"Germany",2020-04-09,3355
"Germany",2020-04-10,2884
"Germany",2020-04-11,1868
"Germany",2020-04-12,1598
"Hong Kong",2020-01-23,2
"Hong Kong",2020-01-24,3
"Hong Kong",2020-01-26,3
"Hong Kong",2020-01-29,2
"Hong Kong",2020-01-30,2
"Hong Kong",2020-01-31,1
"Hong Kong",2020-02-01,2
"Hong Kong",2020-02-04,3
"Hong Kong",2020-02-05,3
"Hong Kong",2020-02-06,3
"Hong Kong",2020-02-07,2
"Hong Kong",2020-02-09,10
"Hong Kong",2020-02-10,6
"Hong Kong",2020-02-11,7
"Hong Kong",2020-02-12,1
"Hong Kong",2020-02-13,3
"Hong Kong",2020-02-14,3
"Hong Kong",2020-02-16,1
"Hong Kong",2020-02-17,3
"Hong Kong",2020-02-18,2
"Hong Kong",2020-02-19,3
"Hong Kong",2020-02-20,4
"Hong Kong",2020-02-22,1
"Hong Kong",2020-02-23,4
"Hong Kong",2020-02-24,7
"Hong Kong",2020-02-25,4
"Hong Kong",2020-02-26,6
"Hong Kong",2020-02-27,2
"Hong Kong",2020-02-28,1
"Hong Kong",2020-02-29,1
"Hong Kong",2020-03-01,5
"Hong Kong",2020-03-02,1
"Hong Kong",2020-03-04,4
"Hong Kong",2020-03-06,3
"Hong Kong",2020-03-07,2
"Hong Kong",2020-03-08,5
"Hong Kong",2020-03-09,1
"Hong Kong",2020-03-10,5
"Hong Kong",2020-03-11,9
"Hong Kong",2020-03-12,2
"Hong Kong",2020-03-13,6
"Hong Kong",2020-03-14,4
"Hong Kong",2020-03-15,7
"Hong Kong",2020-03-16,9
"Hong Kong",2020-03-17,10
"Hong Kong",2020-03-18,25
"Hong Kong",2020-03-19,16
"Hong Kong",2020-03-20,48
"Hong Kong",2020-03-21,17
"Hong Kong",2020-03-22,44
"Hong Kong",2020-03-23,39
"Hong Kong",2020-03-24,30
"Hong Kong",2020-03-25,24
"Hong Kong",2020-03-26,43
"Hong Kong",2020-03-27,65
"Hong Kong",2020-03-28,64
"Hong Kong",2020-03-29,59
"Hong Kong",2020-03-30,41
"Hong Kong",2020-03-31,32
"Hong Kong",2020-04-01,51
"Hong Kong",2020-04-02,37
"Hong Kong",2020-04-03,43
"Hong Kong",2020-04-04,17
"Hong Kong",2020-04-05,28
"Hong Kong",2020-04-06,24
"Hong Kong",2020-04-07,21
"Hong Kong",2020-04-08,25
"Hong Kong",2020-04-09,13
"Hong Kong",2020-04-10,16
"Hong Kong",2020-04-11,11
"Hong Kong",2020-04-12,4
"Italy",2020-01-02,0
"Italy",2020-01-03,0
"Italy",2020-01-04,0
"Italy",2020-01-05,0
"Italy",2020-01-06,0
"Italy",2020-01-07,0
"Italy",2020-01-08,0
"Italy",2020-01-09,0
"Italy",2020-01-10,0
"Italy",2020-01-11,0
"Italy",2020-01-12,0
"Italy",2020-01-13,0
"Italy",2020-01-14,0
"Italy",2020-01-15,0
"Italy",2020-01-16,0
"Italy",2020-01-17,0
"Italy",2020-01-18,0
"Italy",2020-01-19,0
"Italy",2020-01-20,0
"Italy",2020-01-21,0
"Italy",2020-01-22,0
"Italy",2020-01-23,0
"Italy",2020-01-24,0
"Italy",2020-01-25,0
"Italy",2020-01-26,0
"Italy",2020-01-27,0
"Italy",2020-01-28,2
"Italy",2020-01-29,0
"Italy",2020-01-30,1
"Italy",2020-01-31,0
"Italy",2020-02-01,0
"Italy",2020-02-02,0
"Italy",2020-02-03,0
"Italy",2020-02-04,0
"Italy",2020-02-05,0
"Italy",2020-02-06,0
"Italy",2020-02-07,0
"Italy",2020-02-08,0
"Italy",2020-02-09,0
"Italy",2020-02-10,0
"Italy",2020-02-11,0
"Italy",2020-02-12,0
"Italy",2020-02-13,0
"Italy",2020-02-14,0
"Italy",2020-02-15,0
"Italy",2020-02-16,0
"Italy",2020-02-17,0
"Italy",2020-02-18,0
"Italy",2020-02-19,0
"Italy",2020-02-20,0
"Italy",2020-02-21,14
"Italy",2020-02-22,62
"Italy",2020-02-23,53
"Italy",2020-02-24,221
"Italy",2020-02-25,93
"Italy",2020-02-26,78
"Italy",2020-02-27,250
"Italy",2020-02-28,238
"Italy",2020-02-29,240
"Italy",2020-03-01,566
"Italy",2020-03-02,342
"Italy",2020-03-03,466
"Italy",2020-03-04,587
"Italy",2020-03-05,769
"Italy",2020-03-06,778
"Italy",2020-03-07,1247
"Italy",2020-03-08,1492
"Italy",2020-03-09,1797
"Italy",2020-03-10,977
"Italy",2020-03-11,2313
"Italy",2020-03-12,2651
"Italy",2020-03-13,2547
"Italy",2020-03-14,3497
"Italy",2020-03-15,3590
"Italy",2020-03-16,3233
"Italy",2020-03-17,3526
"Italy",2020-03-18,4207
"Italy",2020-03-19,5322
"Italy",2020-03-20,5986
"Italy",2020-03-21,6557
"Italy",2020-03-22,5560
"Italy",2020-03-23,4789
"Italy",2020-03-24,5249
"Italy",2020-03-25,5210
"Italy",2020-03-26,6153
"Italy",2020-03-27,5959
"Italy",2020-03-28,5974
"Italy",2020-03-29,5217
"Italy",2020-03-30,4050
"Italy",2020-03-31,4053
"Italy",2020-04-01,4782
"Italy",2020-04-02,4668
"Italy",2020-04-03,4585
"Italy",2020-04-04,4805
"Italy",2020-04-05,4316
"Italy",2020-04-06,3599
"Italy",2020-04-07,3039
"Italy",2020-04-08,3836
"Italy",2020-04-09,4204
"Italy",2020-04-10,3951
"Italy",2020-04-11,4694
"Italy",2020-04-12,4092
"Japan",2020-01-01,0
"Japan",2020-01-02,0
"Japan",2020-01-03,0
"Japan",2020-01-04,0
"Japan",2020-01-05,0
"Japan",2020-01-06,0
"Japan",2020-01-07,0
"Japan",2020-01-08,0
"Japan",2020-01-09,0
"Japan",2020-01-10,0
"Japan",2020-01-11,0
"Japan",2020-01-12,1
"Japan",2020-01-13,0
"Japan",2020-01-14,0
"Japan",2020-01-15,0
"Japan",2020-01-16,0
"Japan",2020-01-17,0
"Japan",2020-01-18,0
"Japan",2020-01-19,0
"Japan",2020-01-20,0
"Japan",2020-01-21,0
"Japan",2020-01-22,0
"Japan",2020-01-23,1
"Japan",2020-01-24,1
"Japan",2020-01-25,1
"Japan",2020-01-26,0
"Japan",2020-01-27,3
"Japan",2020-01-28,1
"Japan",2020-01-29,4
"Japan",2020-01-30,1
"Japan",2020-01-31,2
"Japan",2020-02-01,5
"Japan",2020-02-02,0
"Japan",2020-02-03,3
"Japan",2020-02-04,2
"Japan",2020-02-05,0
"Japan",2020-02-06,0
"Japan",2020-02-07,0
"Japan",2020-02-08,0
"Japan",2020-02-09,1
"Japan",2020-02-10,2
"Japan",2020-02-11,0
